id,route,feature,module,status,verification_status,consumers,downstream_relations,data_models,tests,docs,chains,evidence,gaps,gap_severity,risk_level,last_verified_at
SOAR-API-BOT-MARKET-GROUP-STRATEGY-ATTACH,POST /dashboard/bots/:id/market-groups/:groupId/strategies,bot-setup,api-bots,verified_local,verified_local,SOAR-SERVICE-WEB-BOTS-API,,SOAR-DB-MARKET-GROUP-STRATEGY-LINK; SOAR-DB-STRATEGY,SOAR-TEST-BOT-SETUP-API,SOAR-DOC-API-BOTS,CHAIN-BOT-SETUP,apps/api/src/modules/bots/bots.controller.ts,,none,critical,2026-05-24
SOAR-API-STRATEGY-LIST,GET /dashboard/strategies,strategies,api-strategies,verified_local,verified_local,SOAR-SERVICE-WEB-STRATEGIES,routes_to:SOAR-CONTROLLER-STRATEGIES,SOAR-DB-STRATEGY,SOAR-TEST-STRATEGIES-API,SOAR-DOC-API-STRATEGIES,CHAIN-STRATEGIES,apps/api/src/modules/strategies/strategies.controller.ts;apps/api/src/modules/strategies/strategies.service.ts,,none,high,2026-05-24
SOAR-API-STRATEGY-IMPORT,POST /dashboard/strategies/import,strategies,api-strategies,verified_local,verified_local,SOAR-SERVICE-WEB-STRATEGIES,routes_to:SOAR-CONTROLLER-STRATEGIES,SOAR-DB-STRATEGY,SOAR-TEST-STRATEGIES-API,SOAR-DOC-API-STRATEGIES,CHAIN-STRATEGIES,apps/api/src/modules/strategies/strategies.controller.ts;apps/api/src/modules/strategies/strategies.service.ts,,none,critical,2026-05-24
SOAR-API-STRATEGY-GET,GET /dashboard/strategies/:id,strategies,api-strategies,verified_local,verified_local,SOAR-SERVICE-WEB-STRATEGIES,routes_to:SOAR-CONTROLLER-STRATEGIES,SOAR-DB-STRATEGY,SOAR-TEST-STRATEGIES-API,SOAR-DOC-API-STRATEGIES,CHAIN-STRATEGIES,apps/api/src/modules/strategies/strategies.controller.ts;apps/api/src/modules/strategies/strategies.service.ts,,none,high,2026-05-24
SOAR-API-STRATEGY-EXPORT,GET /dashboard/strategies/:id/export,strategies,api-strategies,verified_local,verified_local,SOAR-SERVICE-WEB-STRATEGIES,routes_to:SOAR-CONTROLLER-STRATEGIES,SOAR-DB-STRATEGY,SOAR-TEST-STRATEGIES-API,SOAR-DOC-API-STRATEGIES,CHAIN-STRATEGIES,apps/api/src/modules/strategies/strategies.controller.ts;apps/api/src/modules/strategies/strategies.service.ts,,none,high,2026-05-24
SOAR-API-STRATEGY-CREATE,POST /dashboard/strategies,strategies,api-strategies,verified_local,verified_local,SOAR-SERVICE-WEB-STRATEGIES; SOAR-FEATURE-BOT-SETUP,routes_to:SOAR-CONTROLLER-STRATEGIES,SOAR-DB-STRATEGY,SOAR-TEST-STRATEGIES-API,SOAR-DOC-API-STRATEGIES,CHAIN-STRATEGIES,apps/api/src/modules/strategies/strategies.controller.ts;apps/api/src/modules/strategies/strategies.service.ts,,none,critical,2026-05-24
SOAR-API-STRATEGY-UPDATE,PUT /dashboard/strategies/:id,strategies,api-strategies,verified_local,verified_local,SOAR-SERVICE-WEB-STRATEGIES; SOAR-FEATURE-BOT-SETUP,routes_to:SOAR-CONTROLLER-STRATEGIES,SOAR-DB-STRATEGY; SOAR-DB-BOT; SOAR-DB-MARKET-GROUP-STRATEGY-LINK,SOAR-TEST-STRATEGIES-API,SOAR-DOC-API-STRATEGIES,CHAIN-STRATEGIES,apps/api/src/modules/strategies/strategies.controller.ts;apps/api/src/modules/strategies/strategies.service.ts,,none,critical,2026-05-24
SOAR-API-STRATEGY-DELETE,DELETE /dashboard/strategies/:id,strategies,api-strategies,verified_local,verified_local,SOAR-SERVICE-WEB-STRATEGIES,routes_to:SOAR-CONTROLLER-STRATEGIES,SOAR-DB-STRATEGY; SOAR-DB-BOT; SOAR-DB-MARKET-GROUP-STRATEGY-LINK,SOAR-TEST-STRATEGIES-API,SOAR-DOC-API-STRATEGIES,CHAIN-STRATEGIES,apps/api/src/modules/strategies/strategies.controller.ts;apps/api/src/modules/strategies/strategies.service.ts,,none,critical,2026-05-24
SOAR-API-STRATEGY-INDICATORS,GET /dashboard/strategies/indicators,strategies,api-strategies,verified_local,verified_local,SOAR-SERVICE-WEB-STRATEGIES; SOAR-COMP-STRATEGY-FORM-SECTIONS,routes_to:SOAR-SERVICE-STRATEGY-INDICATORS,,SOAR-TEST-STRATEGY-INDICATORS; SOAR-TEST-STRATEGIES-WEB,SOAR-DOC-API-STRATEGIES,CHAIN-STRATEGIES,apps/api/src/modules/strategies/indicators/indicators.controller.ts;apps/api/src/modules/strategies/indicators/indicators.service.ts,no_data_or_explicit_na,medium,medium,2026-05-24
SOAR-API-MARKET-UNIVERSE-LIST,GET /dashboard/markets/universes,markets,api-markets,verified_local,verified_local,SOAR-SERVICE-WEB-MARKETS,routes_to:SOAR-CONTROLLER-MARKETS,SOAR-DB-MARKET-UNIVERSE,SOAR-TEST-MARKETS-API,SOAR-DOC-API-MARKETS,CHAIN-MARKETS,apps/api/src/modules/markets/markets.controller.ts;apps/api/src/modules/markets/markets.service.ts,,none,high,2026-05-24
SOAR-API-MARKET-UNIVERSE-GET,GET /dashboard/markets/universes/:id,markets,api-markets,verified_local,verified_local,SOAR-SERVICE-WEB-MARKETS,routes_to:SOAR-CONTROLLER-MARKETS,SOAR-DB-MARKET-UNIVERSE,SOAR-TEST-MARKETS-API,SOAR-DOC-API-MARKETS,CHAIN-MARKETS,apps/api/src/modules/markets/markets.controller.ts;apps/api/src/modules/markets/markets.service.ts,,none,high,2026-05-24
SOAR-API-MARKET-CATALOG,GET /dashboard/markets/catalog,markets,api-markets,verified_local,verified_local,SOAR-SERVICE-WEB-MARKETS; SOAR-COMP-MARKET-UNIVERSE-FORM,routes_to:SOAR-CONTROLLER-MARKETS,,SOAR-TEST-MARKETS-API; SOAR-TEST-MARKETS-WEB,SOAR-DOC-API-MARKETS,CHAIN-MARKETS,apps/api/src/modules/markets/markets.controller.ts;apps/api/src/modules/markets/markets.service.ts,no_data_or_explicit_na,medium,critical,2026-05-24
SOAR-API-MARKET-UNIVERSE-CREATE,POST /dashboard/markets/universes,markets,api-markets,verified_local,verified_local,SOAR-SERVICE-WEB-MARKETS; SOAR-FEATURE-BOT-SETUP,routes_to:SOAR-CONTROLLER-MARKETS,SOAR-DB-MARKET-UNIVERSE,SOAR-TEST-MARKETS-API,SOAR-DOC-API-MARKETS,CHAIN-MARKETS,apps/api/src/modules/markets/markets.controller.ts;apps/api/src/modules/markets/markets.service.ts,,none,critical,2026-05-24
SOAR-API-MARKET-UNIVERSE-UPDATE,PUT /dashboard/markets/universes/:id,markets,api-markets,verified_local,verified_local,SOAR-SERVICE-WEB-MARKETS; SOAR-FEATURE-BOT-SETUP,routes_to:SOAR-CONTROLLER-MARKETS,SOAR-DB-MARKET-UNIVERSE; SOAR-DB-SYMBOL-GROUP; SOAR-DB-BOT,SOAR-TEST-MARKETS-API,SOAR-DOC-API-MARKETS,CHAIN-MARKETS,apps/api/src/modules/markets/markets.controller.ts;apps/api/src/modules/markets/markets.service.ts,,none,critical,2026-05-24
SOAR-API-MARKET-UNIVERSE-DELETE,DELETE /dashboard/markets/universes/:id,markets,api-markets,verified_local,verified_local,SOAR-SERVICE-WEB-MARKETS,routes_to:SOAR-CONTROLLER-MARKETS,SOAR-DB-MARKET-UNIVERSE; SOAR-DB-SYMBOL-GROUP; SOAR-DB-BOT; SOAR-DB-BOT-MARKET-GROUP,SOAR-TEST-MARKETS-API,SOAR-DOC-API-MARKETS,CHAIN-MARKETS,apps/api/src/modules/markets/markets.controller.ts;apps/api/src/modules/markets/markets.service.ts,,none,critical,2026-05-24
SOAR-API-BACKTEST-RUN-LIST,GET /dashboard/backtests/runs,backtests,api-backtests,verified_local,verified_local,SOAR-SERVICE-WEB-BACKTESTS,routes_to:SOAR-CONTROLLER-BACKTESTS,SOAR-DB-BACKTEST-RUN,SOAR-TEST-BACKTESTS-API,SOAR-DOC-API-BACKTESTS,CHAIN-BACKTESTS; CHAIN-REPORTS,apps/api/src/modules/backtests/backtests.controller.ts;apps/api/src/modules/backtests/backtests.service.ts,,none,high,2026-05-24
SOAR-API-BACKTEST-RUN-GET,GET /dashboard/backtests/runs/:id,backtests,api-backtests,verified_local,verified_local,SOAR-SERVICE-WEB-BACKTESTS,,SOAR-DB-BACKTEST-RUN,SOAR-TEST-BACKTESTS-API,SOAR-DOC-API-BACKTESTS,CHAIN-BACKTESTS,apps/api/src/modules/backtests/backtests.controller.ts;apps/api/src/modules/backtests/backtests.service.ts,,none,high,2026-05-24
SOAR-API-BACKTEST-RUN-TRADES,GET /dashboard/backtests/runs/:id/trades,backtests,api-backtests,verified_local,verified_local,SOAR-SERVICE-WEB-BACKTESTS,,SOAR-DB-BACKTEST-RUN; SOAR-DB-BACKTEST-TRADE,SOAR-TEST-BACKTESTS-API,SOAR-DOC-API-BACKTESTS,CHAIN-BACKTESTS,apps/api/src/modules/backtests/backtests.controller.ts;apps/api/src/modules/backtests/backtests.service.ts,,none,high,2026-05-24
SOAR-API-BACKTEST-RUN-REPORT,GET /dashboard/backtests/runs/:id/report,backtests,api-backtests,verified_local,verified_local,SOAR-SERVICE-WEB-BACKTESTS; SOAR-FEATURE-REPORTS,,SOAR-DB-BACKTEST-RUN; SOAR-DB-BACKTEST-REPORT,SOAR-TEST-BACKTESTS-API,SOAR-DOC-API-BACKTESTS,CHAIN-BACKTESTS; CHAIN-REPORTS,apps/api/src/modules/backtests/backtests.controller.ts;apps/api/src/modules/backtests/backtests.service.ts,,none,critical,2026-05-24
SOAR-API-BACKTEST-RUN-TIMELINE,GET /dashboard/backtests/runs/:id/timeline,backtests,api-backtests,verified_local,verified_local,SOAR-SERVICE-WEB-BACKTESTS; SOAR-COMP-BACKTEST-RUN-DETAILS,routes_to:SOAR-CONTROLLER-BACKTESTS,SOAR-DB-BACKTEST-RUN; SOAR-DB-BACKTEST-TRADE,SOAR-TEST-BACKTESTS-API; SOAR-TEST-BACKTEST-REPLAY,SOAR-DOC-API-BACKTESTS,CHAIN-BACKTESTS,apps/api/src/modules/backtests/backtests.controller.ts;apps/api/src/modules/backtests/backtests.service.ts,,none,critical,2026-05-24
SOAR-API-BACKTEST-RUN-CREATE,POST /dashboard/backtests/runs,backtests,api-backtests,verified_local,verified_local,SOAR-SERVICE-WEB-BACKTESTS; SOAR-FEATURE-STRATEGIES; SOAR-FEATURE-MARKETS,routes_to:SOAR-CONTROLLER-BACKTESTS,SOAR-DB-BACKTEST-RUN; SOAR-DB-STRATEGY; SOAR-DB-MARKET-UNIVERSE,SOAR-TEST-BACKTESTS-API; SOAR-TEST-BACKTEST-REPLAY,SOAR-DOC-API-BACKTESTS,CHAIN-BACKTESTS,apps/api/src/modules/backtests/backtests.controller.ts;apps/api/src/modules/backtests/backtests.service.ts,,none,critical,2026-05-24
SOAR-API-BACKTEST-RUN-DELETE,DELETE /dashboard/backtests/runs/:id,backtests,api-backtests,verified_local,verified_local,SOAR-SERVICE-WEB-BACKTESTS,,SOAR-DB-BACKTEST-RUN; SOAR-DB-BACKTEST-TRADE; SOAR-DB-BACKTEST-REPORT,SOAR-TEST-BACKTESTS-API,SOAR-DOC-API-BACKTESTS,CHAIN-BACKTESTS,apps/api/src/modules/backtests/backtests.controller.ts;apps/api/src/modules/backtests/backtests.service.ts,,none,critical,2026-05-24
SOAR-API-REPORTS-CROSS-MODE-PERFORMANCE,GET /dashboard/reports/cross-mode-performance,reports,api-reports,verified_local,verified_local,SOAR-SERVICE-WEB-REPORTS,routes_to:SOAR-CONTROLLER-REPORTS,SOAR-DB-BACKTEST-REPORT; SOAR-DB-TRADE; SOAR-DB-BOT,SOAR-TEST-REPORTS-API,SOAR-DOC-API-REPORTS,CHAIN-REPORTS,apps/api/src/modules/reports/reports.controller.ts;apps/api/src/modules/reports/reports.service.ts,,none,critical,2026-05-24
SOAR-API-LOGS-LIST,GET /dashboard/logs,logs-audit,api-logs,verified_local,verified_local,SOAR-SERVICE-WEB-LOGS,routes_to:SOAR-CONTROLLER-LOGS,SOAR-DB-LOG,SOAR-TEST-LOGS-API,SOAR-DOC-API-LOGS,CHAIN-LOGS-AUDIT,apps/api/src/modules/logs/logs.controller.ts;apps/api/src/modules/logs/logs.service.ts,,none,high,2026-05-24
SOAR-API-ADMIN-USERS-LIST,GET /admin/users,subscriptions-admin,api-admin,verified_local,verified_local,SOAR-SERVICE-WEB-ADMIN-USERS; SOAR-ROUTER-ADMIN,routes_to:SOAR-CONTROLLER-ADMIN-USERS,SOAR-DB-USER; SOAR-DB-USER-SUBSCRIPTION; SOAR-DB-SUBSCRIPTION-PLAN,SOAR-TEST-SUBSCRIPTIONS-ADMIN-API,SOAR-DOC-API-ADMIN,CHAIN-SUBSCRIPTIONS-ADMIN,apps/api/src/modules/admin/users/users.controller.ts;apps/api/src/modules/admin/users/users.service.ts,,none,critical,2026-05-24
SOAR-API-ADMIN-USERS-UPDATE,PATCH /admin/users/:userId,subscriptions-admin,api-admin,verified_local,verified_local,SOAR-SERVICE-WEB-ADMIN-USERS,routes_to:SOAR-CONTROLLER-ADMIN-USERS,SOAR-DB-USER; SOAR-DB-USER-SUBSCRIPTION; SOAR-DB-SUBSCRIPTION-PLAN,SOAR-TEST-SUBSCRIPTIONS-ADMIN-API,SOAR-DOC-API-ADMIN,CHAIN-SUBSCRIPTIONS-ADMIN,apps/api/src/modules/admin/users/users.controller.ts;apps/api/src/modules/admin/users/users.service.ts,,none,critical,2026-05-24
SOAR-API-ADMIN-SUBSCRIPTION-PLANS-LIST,GET /admin/subscriptions/plans,subscriptions-admin,api-admin,verified_local,verified_local,SOAR-SERVICE-WEB-ADMIN-SUBSCRIPTIONS; SOAR-ROUTER-ADMIN,routes_to:SOAR-CONTROLLER-ADMIN-SUBSCRIPTION-PLANS,SOAR-DB-SUBSCRIPTION-PLAN,SOAR-TEST-SUBSCRIPTIONS-ADMIN-API,SOAR-DOC-API-ADMIN,CHAIN-SUBSCRIPTIONS-ADMIN,apps/api/src/modules/admin/subscriptionPlans/subscriptionPlans.controller.ts;apps/api/src/modules/admin/subscriptionPlans/subscriptionPlans.service.ts,,none,critical,2026-05-24
SOAR-API-ADMIN-SUBSCRIPTION-PLAN-UPDATE,PUT /admin/subscriptions/plans/:code,subscriptions-admin,api-admin,verified_local,verified_local,SOAR-SERVICE-WEB-ADMIN-SUBSCRIPTIONS,routes_to:SOAR-CONTROLLER-ADMIN-SUBSCRIPTION-PLANS,SOAR-DB-SUBSCRIPTION-PLAN,SOAR-TEST-SUBSCRIPTIONS-ADMIN-API,SOAR-DOC-API-ADMIN,CHAIN-SUBSCRIPTIONS-ADMIN,apps/api/src/modules/admin/subscriptionPlans/subscriptionPlans.controller.ts;apps/api/src/modules/admin/subscriptionPlans/subscriptionPlans.service.ts,,none,critical,2026-05-24
SOAR-API-PROFILE-SUBSCRIPTION-GET,GET /dashboard/profile/subscription,subscriptions-admin,api-profile,verified_local,verified_local,SOAR-SERVICE-WEB-PROFILE-SUBSCRIPTION,routes_to:SOAR-CONTROLLER-PROFILE-SUBSCRIPTION,SOAR-DB-SUBSCRIPTION-PLAN; SOAR-DB-USER-SUBSCRIPTION,SOAR-TEST-SUBSCRIPTIONS-ADMIN-API,SOAR-DOC-API-SUBSCRIPTIONS,CHAIN-SUBSCRIPTIONS-ADMIN,apps/api/src/modules/profile/subscription/subscription.controller.ts;apps/api/src/modules/profile/subscription/subscription.service.ts,,none,high,2026-05-24
SOAR-API-PROFILE-SUBSCRIPTION-CHECKOUT,POST /dashboard/profile/subscription/checkout-intents,subscriptions-admin,api-profile,verified_local,verified_local,SOAR-SERVICE-WEB-PROFILE-SUBSCRIPTION,routes_to:SOAR-CONTROLLER-PROFILE-SUBSCRIPTION,SOAR-DB-SUBSCRIPTION-PLAN; SOAR-DB-USER-SUBSCRIPTION; SOAR-DB-PAYMENT-INTENT,SOAR-TEST-SUBSCRIPTIONS-ADMIN-API,SOAR-DOC-API-SUBSCRIPTIONS,CHAIN-SUBSCRIPTIONS-ADMIN,apps/api/src/modules/profile/subscription/subscription.controller.ts;apps/api/src/modules/subscriptions/payments/paymentCheckout.service.ts,,none,high,2026-05-24
SOAR-API-BOT-ASSISTANT-CONFIG-GET,GET /dashboard/bots/:id/assistant-config,ai-assistant-foundation,api-bots,verified_local,verified_local,SOAR-SERVICE-WEB-BOTS-API,routes_to:SOAR-CONTROLLER-BOTS,SOAR-DB-BOT-ASSISTANT-CONFIG; SOAR-DB-BOT-SUBAGENT-CONFIG,SOAR-TEST-AI-ASSISTANT-API,SOAR-DOC-ASSISTANT-RUNTIME,CHAIN-AI-ASSISTANT-FOUNDATION,apps/api/src/modules/bots/bots.controller.ts;apps/api/src/modules/bots/botAssistant.service.ts,,none,high,2026-05-24
SOAR-API-BOT-ASSISTANT-CONFIG-UPSERT,PUT /dashboard/bots/:id/assistant-config,ai-assistant-foundation,api-bots,verified_local,verified_local,SOAR-SERVICE-WEB-BOTS-API,routes_to:SOAR-CONTROLLER-BOTS,SOAR-DB-BOT-ASSISTANT-CONFIG,SOAR-TEST-AI-ASSISTANT-API,SOAR-DOC-ASSISTANT-RUNTIME,CHAIN-AI-ASSISTANT-FOUNDATION,apps/api/src/modules/bots/bots.controller.ts;apps/api/src/modules/bots/botAssistant.service.ts,,none,high,2026-05-24
SOAR-API-BOT-SUBAGENT-UPSERT,PUT /dashboard/bots/:id/assistant-config/subagents/:slotIndex,ai-assistant-foundation,api-bots,verified_local,verified_local,SOAR-SERVICE-WEB-BOTS-API,routes_to:SOAR-CONTROLLER-BOTS,SOAR-DB-BOT-SUBAGENT-CONFIG,SOAR-TEST-AI-ASSISTANT-API,SOAR-DOC-ASSISTANT-RUNTIME,CHAIN-AI-ASSISTANT-FOUNDATION,apps/api/src/modules/bots/bots.controller.ts;apps/api/src/modules/bots/botAssistant.service.ts,,none,high,2026-05-24
SOAR-API-BOT-SUBAGENT-DELETE,DELETE /dashboard/bots/:id/assistant-config/subagents/:slotIndex,ai-assistant-foundation,api-bots,verified_local,verified_local,SOAR-SERVICE-WEB-BOTS-API,routes_to:SOAR-CONTROLLER-BOTS,SOAR-DB-BOT-SUBAGENT-CONFIG,SOAR-TEST-AI-ASSISTANT-API,SOAR-DOC-ASSISTANT-RUNTIME,CHAIN-AI-ASSISTANT-FOUNDATION,apps/api/src/modules/bots/bots.controller.ts;apps/api/src/modules/bots/botAssistant.service.ts,,none,medium,2026-05-24
SOAR-API-BOT-ASSISTANT-DRY-RUN,POST /dashboard/bots/:id/assistant-config/dry-run,ai-assistant-foundation,api-bots,verified_local,verified_local,SOAR-SERVICE-WEB-BOTS-API,routes_to:SOAR-CONTROLLER-BOTS; calls:SOAR-SERVICE-ASSISTANT-ORCHESTRATOR,SOAR-DB-BOT-ASSISTANT-CONFIG; SOAR-DB-BOT-SUBAGENT-CONFIG,SOAR-TEST-AI-ASSISTANT-API; SOAR-TEST-AI-ASSISTANT-ORCHESTRATOR; SOAR-TEST-AI-PROTOCOL-HARNESS,SOAR-DOC-ASSISTANT-RUNTIME; SOAR-DOC-AI-TESTING-PROTOCOL,CHAIN-AI-ASSISTANT-FOUNDATION,apps/api/src/modules/bots/bots.controller.ts;apps/api/src/modules/bots/botAssistant.service.ts,,none,critical,2026-05-24
SOAR-API-ICON-LOOKUP,GET /dashboard/icons/lookup,api-support-routes,api-icons,verified_local,verified_local,SOAR-ROUTER-DASHBOARD; SOAR-MIDDLEWARE-RATE-LIMIT; SOAR-SERVICE-WEB-ICONS,routes_to:SOAR-CONTROLLER-ICONS; verified_by:SOAR-TEST-ICONS-API; documented_by:SOAR-DOC-API-ICONS,,SOAR-TEST-ICONS-API,SOAR-DOC-API-ICONS,CHAIN-API-SUPPORT-ROUTES,apps/api/src/modules/icons/icons.controller.ts;apps/api/src/modules/icons/icons.service.ts;apps/api/src/modules/icons/icons.types.ts,no_data_or_explicit_na,medium,medium,2026-05-24
SOAR-API-MARKET-STREAM-EVENTS,GET /dashboard/market-stream/events,api-support-routes,api-market-stream,verified_local,verified_local,SOAR-ROUTER-DASHBOARD; SOAR-FEATURE-MARKETS; SOAR-COMP-LIVE-MARKET-BAR,subscribes_to:SOAR-SERVICE-MARKET-STREAM-FANOUT; verified_by:SOAR-TEST-MARKET-STREAM-API; documented_by:SOAR-DOC-API-MARKET-STREAM; observes:SOAR-WORKER-MARKET-STREAM-SUBSCRIPTIONS,,SOAR-TEST-MARKET-STREAM-API,SOAR-DOC-API-MARKET-STREAM,CHAIN-API-SUPPORT-ROUTES,apps/api/src/modules/market-stream/marketStreamFanout.ts;apps/api/src/modules/market-stream/exchangePollingStream.service.ts,no_data_or_explicit_na,medium,high,2026-05-24
SOAR-API-PROFILE-BASIC-GET,GET /dashboard/profile/basic,api-support-routes,api-profile,verified_local,verified_local,SOAR-ROUTER-DASHBOARD; SOAR-FEATURE-PROFILE-API-KEYS; SOAR-COMP-PROFILE-BASIC-FORM,routes_to:SOAR-CONTROLLER-PROFILE-BASIC; verified_by:SOAR-TEST-PROFILE-BASIC-API; documented_by:SOAR-DOC-API-PROFILE,SOAR-DB-USER,SOAR-TEST-PROFILE-BASIC-API,SOAR-DOC-API-PROFILE,CHAIN-API-SUPPORT-ROUTES,apps/api/src/modules/profile/basic/basic.controller.ts;apps/api/src/modules/profile/basic/basic.service.ts;apps/api/src/modules/profile/basic/basic.types.ts,,none,high,2026-05-24
SOAR-API-PROFILE-BASIC-UPDATE,PATCH /dashboard/profile/basic,api-support-routes,api-profile,verified_local,verified_local,SOAR-ROUTER-DASHBOARD; SOAR-COMP-PROFILE-BASIC-FORM,routes_to:SOAR-CONTROLLER-PROFILE-BASIC,SOAR-DB-USER,SOAR-TEST-PROFILE-BASIC-API,SOAR-DOC-API-PROFILE,CHAIN-API-SUPPORT-ROUTES,apps/api/src/modules/profile/basic/basic.controller.ts;apps/api/src/modules/profile/basic/basic.service.ts;apps/api/src/modules/profile/basic/basic.types.ts,,none,high,2026-05-24
SOAR-API-PROFILE-BASIC-DELETE,DELETE /dashboard/profile/basic,api-support-routes,api-profile,verified_local,verified_local,SOAR-ROUTER-DASHBOARD,routes_to:SOAR-CONTROLLER-PROFILE-BASIC,SOAR-DB-USER,SOAR-TEST-PROFILE-BASIC-API,SOAR-DOC-API-PROFILE,CHAIN-API-SUPPORT-ROUTES,apps/api/src/modules/profile/basic/basic.controller.ts;apps/api/src/modules/profile/basic/basic.service.ts,,none,critical,2026-05-24
SOAR-API-PROFILE-SECURITY-PASSWORD,PATCH /dashboard/profile/security/password,api-support-routes,api-profile,verified_local,verified_local,SOAR-ROUTER-DASHBOARD; SOAR-SERVICE-WEB-PROFILE-SECURITY,routes_to:SOAR-CONTROLLER-PROFILE-SECURITY; verified_by:SOAR-TEST-PROFILE-SECURITY-API; documented_by:SOAR-DOC-API-PROFILE,SOAR-DB-USER,SOAR-TEST-PROFILE-SECURITY-API,SOAR-DOC-API-PROFILE,CHAIN-API-SUPPORT-ROUTES,apps/api/src/modules/profile/security/security.controller.ts;apps/api/src/modules/profile/security/security.service.ts;apps/api/src/modules/profile/security/security.types.ts,,none,critical,2026-05-24
SOAR-API-PROFILE-SECURITY-ACCOUNT,DELETE /dashboard/profile/security/account,api-support-routes,api-profile,verified_local,verified_local,SOAR-ROUTER-DASHBOARD; SOAR-SERVICE-WEB-PROFILE-SECURITY,routes_to:SOAR-CONTROLLER-PROFILE-SECURITY,SOAR-DB-USER,SOAR-TEST-PROFILE-SECURITY-API,SOAR-DOC-API-PROFILE,CHAIN-API-SUPPORT-ROUTES,apps/api/src/modules/profile/security/security.controller.ts;apps/api/src/modules/profile/security/security.service.ts,,none,critical,2026-05-24
SOAR-API-UPLOAD-AVATAR,POST /upload/avatar,api-support-routes,api-upload,verified_local,verified_local,SOAR-ROUTER-API-ROOT,calls:SOAR-SERVICE-UPLOAD-AVATAR-PROCESSING; verified_by:SOAR-TEST-UPLOAD-API; documented_by:SOAR-DOC-API-UPLOAD,SOAR-DB-USER,SOAR-TEST-UPLOAD-API,SOAR-DOC-API-UPLOAD,CHAIN-API-SUPPORT-ROUTES,apps/api/src/modules/upload/upload.processing.test.ts,,none,high,2026-05-24
SOAR-API-AUTH-REGISTER,POST /auth/register,auth-session,api-auth,verified_local,verified_local,SOAR-COMP-REGISTER-FORM; SOAR-SERVICE-WEB-AUTH,routes_to:SOAR-CONTROLLER-AUTH,SOAR-DB-USER,SOAR-TEST-API-AUTH-SESSION-DEEP,SOAR-DOC-API-AUTH,CHAIN-AUTH-SESSION-DEEP,apps/api/src/modules/auth/auth.controller.ts;apps/api/src/modules/auth/auth.service.ts,,none,critical,2026-05-24
SOAR-API-AUTH-LOGOUT,POST /auth/logout,auth-session,api-auth,verified_local,verified_local,SOAR-CONTEXT-WEB-AUTH,routes_to:SOAR-CONTROLLER-AUTH,SOAR-DB-USER,SOAR-TEST-API-AUTH-SESSION-DEEP,SOAR-DOC-API-AUTH,CHAIN-AUTH-SESSION-DEEP,apps/api/src/modules/auth/auth.controller.ts;apps/api/src/modules/auth/auth.cookie.ts,,none,high,2026-05-24
